,OBJECTID,SEQ_ID,DRIVER_ID,DEVICE_ID,INVOKE_CODE,STATUS,HEADING,GPS_STATUS,LOCATION_MESSAGE,MAP_HEADING,PVT_TYPE,VEHICLE_LABEL,SPEED,DIRECTION,STOP_DURATION,LONGITUDE,LATITUDE,LOCATION_TIME,LOCAL_TIME,DATE,BUILDING_NUMBER,STREET,CITY,STATE_ID,ZIP,CROSS_STREET,COUNTRY,LOCATION
144103,5365091,63454904,NCID,318999,8,0,342,0,MB1467-H12211 02/07/2015 11:11:12 PM EST 5 mph,5.1,MOVING UPDATE,MB1467-H12211,5.592,N,0,-71.05864722,42.36491889,2015-02-08 04:11:10.0000000,2015-02-07 23:11:10.0000000,02/07/15,NA,23:11:10.00,BOSTON,MA,2114,VALENTI WAY,US,5365116
144104,5365092,63454905,NCID,440575,8,0,217,0,MB1842-H15401 02/07/2015 11:12:02 PM EST 19 mph,3.6,MOVING UPDATE,MB1842-H15401,19.263,SW,0,-71.12940583,42.28538778,2015-02-08 04:12:02.0000000,2015-02-07 23:12:02.0000000,02/07/15,4265,23:12:02.00,BOSTON,MA,2131,KITTREDGE ST,US,5365117
144105,5365093,63454907,NCID,318999,8,0,231,0,MB1467-H12211 02/07/2015 11:12:12 PM EST 16 mph,5.6,MOVING UPDATE,MB1467-H12211,16.156,SW,0,-71.06044667,42.36579611,2015-02-08 04:12:10.0000000,2015-02-07 23:12:10.0000000,02/07/15,145,23:12:10.00,BOSTON,MA,2114,HAVERHILL ST,US,5365118
144106,5365096,63454912,NCID,440195,8,0,103,0,MB2301-H07303 02/07/2015 11:11:41 PM EST 12 mph,19.3,MOVING UPDATE,MB2301-H07303,12.427,E,0,-71.00001667,42.39006028,2015-02-08 04:11:41.0000000,2015-02-07 23:11:41.0000000,02/07/15,24,23:11:41.00,BOSTON,MA,2128,FAYWOOD AVE,US,5365121
144107,5365097,63454913,NCID,440195,8,0,99,0,MB2301-H07303 02/07/2015 11:10:41 PM EST 14 mph,19.3,MOVING UPDATE,MB2301-H07303,14.913,E,0,-71.00468611,42.39029333,2015-02-08 04:10:41.0000000,2015-02-07 23:10:41.0000000,02/07/15,123,23:10:41.00,BOSTON,MA,2128,SEAVIEW AVE,US,5365122
144108,5365098,63454914,NCID,440195,8,0,64,0,MB2301-H07303 02/07/2015 11:12:41 PM EST 16 mph,19.2,MOVING UPDATE,MB2301-H07303,16.156,NE,0,-70.99918444,42.38863944,2015-02-08 04:12:41.0000000,2015-02-07 23:12:41.0000000,02/07/15,1174,23:12:41.00,BOSTON,MA,2128,PALERMO ST,US,5365123
144109,5365100,63454923,NCID,440175,3,1,382,0,MB2286-H08221 02/07/2015 11:07:37 PM EST Stop: 0H:5M,29,MOVING,MB2286-H08221,0,,300,-71.06218444,42.33978778,2015-02-08 04:12:43.0000000,2015-02-07 23:12:43.0000000,02/07/15,NA,23:12:43.00,BOSTON,MA,2118,,US,5365125
144110,5365101,63454924,NCID,440175,5,0,133,0,MB2286-H08221 02/07/2015 11:12:44 PM EST 5 mph,29.4,MOVING CONFIRMATION,MB2286-H08221,5.592,SE,0,-71.06214083,42.33977528,2015-02-08 04:12:44.0000000,2015-02-07 23:12:44.0000000,02/07/15,NA,23:12:44.00,BOSTON,MA,2118,FRONTAGE RD,US,5365126
144111,5365102,63454925,NCID,440073,2,0,28,0,MB1839-H13401 02/07/2015 11:12:48 PM EST 0 mph,8.2,STOP,MB1839-H13401,0,NE,0,-71.06234694,42.34008556,2015-02-08 04:12:48.0000000,2015-02-07 23:12:48.0000000,02/07/15,NA,23:12:48.00,BOSTON,MA,2118,,US,5365127
144112,5365103,63454926,NCID,319097,38,2,382,0,MB2184-H11201 02/07/2015 10:40:38 PM EST Stop: 0H:32M,5,OTHER,MB2184-H11201,0,,1930,-71.06158528,42.33957861,2015-02-08 04:12:51.0000000,2015-02-07 23:12:51.0000000,02/07/15,NA,23:12:51.00,BOSTON,MA,2118,,US,5365128
144113,5365104,63454927,NCID,440181,8,0,193,0,MB1603-H08301 02/07/2015 11:12:15 PM EST 6 mph,9.5,MOVING UPDATE,MB1603-H08301,6.214,S,0,-71.08282056,42.32865139,2015-02-08 04:12:14.0000000,2015-02-07 23:12:14.0000000,02/07/15,1197,23:12:14.00,BOSTON,MA,2119,DUDLEY ST,US,5365129
144114,5365105,63454929,NCID,318977,8,0,136,0,MB961-H13310 02/07/2015 11:12:57 PM EST 5 mph,5.4,MOVING UPDATE,MB961-H13310,5.592,SE,0,-71.09592,42.31392278,2015-02-08 04:12:55.0000000,2015-02-07 23:12:55.0000000,02/07/15,2052,23:12:55.00,BOSTON,MA,2119,CLEAVES ST,US,5365130
144115,5365107,63454934,NCID,318999,8,0,229,0,MB1467-H12211 02/07/2015 11:13:27 PM EST 5 mph,5.6,MOVING UPDATE,MB1467-H12211,5.592,SW,0,-71.06197639,42.36509139,2015-02-08 04:13:25.0000000,2015-02-07 23:13:25.0000000,02/07/15,105,23:13:25.00,BOSTON,MA,2114,LEGENDS WAY,US,5365132
144116,5365108,63454936,NCID,440575,8,0,220,0,MB1842-H15401 02/07/2015 11:14:02 PM EST 15 mph,3.6,MOVING UPDATE,MB1842-H15401,15.534,SW,0,-71.13636028,42.27884806,2015-02-08 04:14:02.0000000,2015-02-07 23:14:02.0000000,02/07/15,4507,23:14:02.00,BOSTON,MA,2131,CEDRUS AVE,US,5365133
144117,5365109,63454937,NCID,319067,8,0,85,0,MB1338-H12304 02/07/2015 11:13:35 PM EST 16 mph,5.3,MOVING UPDATE,MB1338-H12304,16.777,E,0,-71.16527722,42.34006167,2015-02-08 04:13:35.0000000,2015-02-07 23:13:35.0000000,02/07/15,2206,23:13:35.00,BOSTON,MA,2135,ROAD-,US,5365134
144118,5365113,63454943,NCID,318977,8,0,160,0,MB961-H13310 02/07/2015 11:13:57 PM EST 5 mph,5.5,MOVING UPDATE,MB961-H13310,5.592,S,0,-71.09381528,42.31253944,2015-02-08 04:13:55.0000000,2015-02-07 23:13:55.0000000,02/07/15,31,23:13:55.00,BOSTON,MA,2121,RT-28,US,5365138
144119,5365114,63454946,NCID,440175,2,0,343,0,MB2286-H08221 02/07/2015 11:14:52 PM EST 0 mph,29.1,STOP,MB2286-H08221,0,N,0,-71.06196222,42.33966528,2015-02-08 04:14:52.0000000,2015-02-07 23:14:52.0000000,02/07/15,NA,23:14:52.00,BOSTON,MA,2118,,US,5365139
144120,5365115,63454948,NCID,440073,5,0,273,0,MB1839-H13401 02/07/2015 11:14:47 PM EST 5 mph,8.7,MOVING CONFIRMATION,MB1839-H13401,5.592,W,0,-71.06242778,42.33997917,2015-02-08 04:14:48.0000000,2015-02-07 23:14:48.0000000,02/07/15,NA,23:14:48.00,BOSTON,MA,2118,FRONTAGE RD,US,5365140
144121,5365116,63454949,NCID,440073,3,0,382,0,MB1839-H13401 02/07/2015 11:12:48 PM EST 0 mph,8,MOVING,MB1839-H13401,0,N,110,-71.06234694,42.34008556,2015-02-08 04:14:47.0000000,2015-02-07 23:14:47.0000000,02/07/15,NA,23:14:47.00,BOSTON,MA,2118,,US,5365141
144122,5365117,63454950,NCID,441497,5,0,117,0,MB1693-H07221 02/07/2015 11:14:57 PM EST 6 mph,2.4,MOVING CONFIRMATION,MB1693-H07221,6.214,SE,0,-71.05222722,42.36722583,2015-02-08 04:14:56.0000000,2015-02-07 23:14:56.0000000,02/07/15,422,23:14:56.00,BOSTON,MA,2109,HANOVER ST,US,5365142
144123,5365120,63454954,NCID,440575,8,0,220,0,MB1842-H15401 02/07/2015 11:15:02 PM EST 11 mph,3.6,MOVING UPDATE,MB1842-H15401,11.806,SW,0,-71.13881528,42.27671833,2015-02-08 04:15:02.0000000,2015-02-07 23:15:02.0000000,02/07/15,4588,23:15:02.00,BOSTON,MA,2131,BLUE LEDGE DR,US,5365145
144124,5365121,63454957,NCID,440195,8,0,204,0,MB2301-H07303 02/07/2015 11:14:41 PM EST 19 mph,19.6,MOVING UPDATE,MB2301-H07303,19.263,SW,0,-70.99481694,42.39275694,2015-02-08 04:14:41.0000000,2015-02-07 23:14:41.0000000,02/07/15,1374,23:14:41.00,BOSTON,MA,2128,LEVERETT AVE,US,5365146
144125,5365130,63454969,NCID,318977,8,0,133,0,MB961-H13310 02/07/2015 11:14:57 PM EST 16 mph,5.4,MOVING UPDATE,MB961-H13310,16.777,SE,0,-71.09151972,42.30944361,2015-02-08 04:14:55.0000000,2015-02-07 23:14:55.0000000,02/07/15,130,23:14:55.00,BOSTON,MA,2121,FRANKLIN PARK TRAILS,US,5365155
144126,5365131,63454970,NCID,440073,8,0,207,0,MB1839-H13401 02/07/2015 11:15:47 PM EST 7 mph,8.6,MOVING UPDATE,MB1839-H13401,7.456,SW,0,-71.06212944,42.342435,2015-02-08 04:15:47.0000000,2015-02-07 23:15:47.0000000,02/07/15,NA,23:15:47.00,BOSTON,MA,2118,ROAD-,US,5365156
144127,5365133,63454975,NCID,440181,3,0,382,0,MB1603-H08301 02/07/2015 11:15:29 PM EST 0 mph,9,MOVING,MB1603-H08301,0,N,50,-71.08482278,42.32508583,2015-02-08 04:16:27.0000000,2015-02-07 23:16:27.0000000,02/07/15,42,23:16:27.00,BOSTON,MA,2119,FOUNTAIN ST,US,5365158
144128,5365134,63454976,NCID,440181,5,0,36,0,MB1603-H08301 02/07/2015 11:16:28 PM EST 6 mph,9.2,MOVING CONFIRMATION,MB1603-H08301,6.214,NE,0,-71.08448056,42.32537056,2015-02-08 04:16:28.0000000,2015-02-07 23:16:28.0000000,02/07/15,23,23:16:28.00,BOSTON,MA,2119,AKRON ST,US,5365159
144129,5365136,63454979,NCID,440575,8,0,226,0,MB1842-H15401 02/07/2015 11:16:18 PM EST 5 mph,3.6,MOVING UPDATE,MB1842-H15401,5.592,SW,0,-71.14020111,42.27561167,2015-02-08 04:16:18.0000000,2015-02-07 23:16:18.0000000,02/07/15,4645,23:16:18.00,BOSTON,MA,2131,W ROXBURY PKWY,US,5365161
144130,5365137,63454980,NCID,319067,8,0,42,0,MB1338-H12304 02/07/2015 11:15:35 PM EST 16 mph,5.2,MOVING UPDATE,MB1338-H12304,16.156,NE,0,-71.15287528,42.33831083,2015-02-08 04:15:36.0000000,2015-02-07 23:15:36.0000000,02/07/15,NA,23:15:36.00,BOSTON,MA,2135,BRAEMORE RD,US,5365162
144131,5365138,63454982,NCID,441497,8,0,180,0,MB1693-H07221 02/07/2015 11:16:05 PM EST 5 mph,2.5,MOVING UPDATE,MB1693-H07221,5.592,S,0,-71.05095167,42.36425333,2015-02-08 04:16:03.0000000,2015-02-07 23:16:03.0000000,02/07/15,269,23:16:03.00,BOSTON,MA,2109,EASTERN AVE,US,5365163
144132,5365139,63454984,NCID,318977,8,0,138,0,MB961-H13310 02/07/2015 11:16:01 PM EST 5 mph,5.4,MOVING UPDATE,MB961-H13310,5.592,SE,0,-71.08943861,42.30788194,2015-02-08 04:15:59.0000000,2015-02-07 23:15:59.0000000,02/07/15,180,23:15:59.00,BOSTON,MA,2121,ELM HILL AVE,US,5365164
144133,5365142,63454991,NCID,319067,8,0,91,0,MB1338-H12304 02/07/2015 11:16:35 PM EST 21 mph,5.3,MOVING UPDATE,MB1338-H12304,21.748,E,0,-71.14783194,42.3415,2015-02-08 04:16:36.0000000,2015-02-07 23:16:36.0000000,02/07/15,NA,23:16:36.00,BOSTON,MA,2135,LEAMINGTON RD,US,5365167
144134,5365144,63454993,NCID,440575,8,0,223,0,MB1842-H15401 02/07/2015 11:17:18 PM EST 26 mph,3.6,MOVING UPDATE,MB1842-H15401,26.098,SW,0,-71.14455611,42.27242111,2015-02-08 04:17:18.0000000,2015-02-07 23:17:18.0000000,02/07/15,4783,23:17:18.00,BOSTON,MA,2132,PHEASANT ST,US,5365169
144135,5365146,63454995,NCID,440061,8,0,46,0,MB2236-H01381 02/07/2015 11:17:32 PM EST 8 mph,10.2,MOVING UPDATE,MB2236-H01381,8.078,NE,0,-71.08203806,42.34036694,2015-02-08 04:17:32.0000000,2015-02-07 23:17:32.0000000,02/07/15,587,23:17:32.00,BOSTON,MA,2118,MASSACHUSETTS AVE,US,5365171
144136,5365147,63454999,NCID,318977,8,0,129,0,MB961-H13310 02/07/2015 11:17:01 PM EST 11 mph,5.4,MOVING UPDATE,MB961-H13310,11.185,SE,0,-71.08606528,42.30584944,2015-02-08 04:16:59.0000000,2015-02-07 23:16:59.0000000,02/07/15,281,23:16:59.00,BOSTON,MA,2121,ROAD-,US,5365172
144137,5365149,63455002,NCID,319067,8,0,25,0,MB1338-H12304 02/07/2015 11:17:35 PM EST 6 mph,5.2,MOVING UPDATE,MB1338-H12304,6.835,NE,0,-71.14295278,42.34345056,2015-02-08 04:17:36.0000000,2015-02-07 23:17:36.0000000,02/07/15,NA,23:17:36.00,BOSTON,MA,2135,WASHINGTON ST,US,5365174
144138,5365152,63455010,NCID,440061,8,0,225,0,MB2236-H01381 02/07/2015 11:18:32 PM EST 6 mph,10.6,MOVING UPDATE,MB2236-H01381,6.214,SW,0,-71.08202167,42.34042222,2015-02-08 04:18:32.0000000,2015-02-07 23:18:32.0000000,02/07/15,585,23:18:32.00,BOSTON,MA,2118,MASSACHUSETTS AVE,US,5365177
144139,5365153,63455011,NCID,318977,8,0,193,0,MB961-H13310 02/07/2015 11:18:01 PM EST 24 mph,5.5,MOVING UPDATE,MB961-H13310,24.233,S,0,-71.08577944,42.30196194,2015-02-08 04:17:59.0000000,2015-02-07 23:17:59.0000000,02/07/15,639,23:17:59.00,BOSTON,MA,2121,GLEN LN,US,5365178
144140,5365154,63455014,NCID,440181,8,0,15,0,MB1603-H08301 02/07/2015 11:18:28 PM EST 13 mph,9.1,MOVING UPDATE,MB1603-H08301,13.67,N,0,-71.08268722,42.32885472,2015-02-08 04:18:27.0000000,2015-02-07 23:18:27.0000000,02/07/15,1183,23:18:27.00,BOSTON,MA,2119,DUDLEY ST,US,5365179
144141,5365156,63455016,NCID,441497,8,0,216,0,MB1693-H07221 02/07/2015 11:18:53 PM EST 5 mph,2.6,MOVING UPDATE,MB1693-H07221,5.592,SW,0,-71.05282111,42.36100667,2015-02-08 04:18:51.0000000,2015-02-07 23:18:51.0000000,02/07/15,287,23:18:51.00,BOSTON,MA,2110,CROSS ST,US,5365181
144142,5365159,63455025,NCID,440181,8,0,16,0,MB1603-H08301 02/07/2015 11:19:38 PM EST 6 mph,9.1,MOVING UPDATE,MB1603-H08301,6.835,N,0,-71.08162444,42.331975,2015-02-08 04:19:37.0000000,2015-02-07 23:19:37.0000000,02/07/15,2110,23:19:37.00,BOSTON,MA,2119,EUSTIS ST,US,5365184
144143,5365163,63455034,NCID,318977,8,0,207,0,MB961-H13310 02/07/2015 11:20:01 PM EST 24 mph,5.6,MOVING UPDATE,MB961-H13310,24.233,SW,0,-71.09238056,42.29589361,2015-02-08 04:19:59.0000000,2015-02-07 23:19:59.0000000,02/07/15,143,23:19:59.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5365188
144144,5365164,63455037,NCID,440129,0,3,382,0,MB2136-H08202 02/07/2015 06:30:50 AM EST Stop: 16H:48M,5,OTHER,MB2136-H08202,0,,60510,-71.11796806,42.30837944,2015-02-08 04:19:28.0000000,2015-02-07 23:19:28.0000000,02/07/15,11,23:19:28.00,BOSTON,MA,2130,CENTRE ST,US,5365189
144145,5365165,63455038,NCID,440129,1,3,382,0,MB2136-H08202 02/07/2015 06:30:50 AM EST Stop: 16H:48M,5,OTHER,MB2136-H08202,0,,60520,-71.11796806,42.30837944,2015-02-08 04:19:31.0000000,2015-02-07 23:19:31.0000000,02/07/15,11,23:19:31.00,BOSTON,MA,2130,CENTRE ST,US,5365190
144146,5365169,63455044,NCID,440129,37,3,382,0,MB2136-H08202 02/07/2015 06:30:50 AM EST Stop: 16H:48M,5,OTHER,MB2136-H08202,0,,60520,-71.11796806,42.30837944,2015-02-08 04:19:34.0000000,2015-02-07 23:19:34.0000000,02/07/15,11,23:19:34.00,BOSTON,MA,2130,CENTRE ST,US,5365194
144147,5365170,63455045,NCID,440129,19,3,382,0,MB2136-H08202 02/07/2015 06:30:50 AM EST Stop: 16H:49M,5,OTHER,MB2136-H08202,0,,60550,-71.11796806,42.30837944,2015-02-08 04:20:08.0000000,2015-02-07 23:20:08.0000000,02/07/15,11,23:20:08.00,BOSTON,MA,2130,CENTRE ST,US,5365195
144148,5365171,63455046,NCID,441497,8,0,193,0,MB1693-H07221 02/07/2015 11:20:07 PM EST 5 mph,2.5,MOVING UPDATE,MB1693-H07221,5.592,S,0,-71.05242917,42.35997444,2015-02-08 04:20:05.0000000,2015-02-07 23:20:05.0000000,02/07/15,178,23:20:05.00,BOSTON,MA,2110,STATE ST,US,5365196
144149,5365174,63455054,NCID,441497,8,0,241,0,MB1693-H07221 02/07/2015 11:21:12 PM EST 6 mph,2.6,MOVING UPDATE,MB1693-H07221,6.214,SW,0,-71.05500278,42.35928417,2015-02-08 04:21:10.0000000,2015-02-07 23:21:10.0000000,02/07/15,NA,23:21:10.00,BOSTON,MA,2109,BUTLER ROW,US,5365199
144150,5365176,63455059,NCID,318977,8,0,246,0,MB961-H13310 02/07/2015 11:21:01 PM EST 27 mph,5.6,MOVING UPDATE,MB961-H13310,27.962,SW,0,-71.09830028,42.29107472,2015-02-08 04:20:59.0000000,2015-02-07 23:20:59.0000000,02/07/15,341,23:20:59.00,BOSTON,MA,2131,ROAD-,US,5365201
144151,5365177,63455062,NCID,319067,8,0,42,0,MB1338-H12304 02/07/2015 11:21:38 PM EST 25 mph,5.2,MOVING UPDATE,MB1338-H12304,25.476,NE,0,-71.12497778,42.35183139,2015-02-08 04:21:39.0000000,2015-02-07 23:21:39.0000000,02/07/15,NA,23:21:39.00,BOSTON,MA,2215,FULLER ST,US,5365202
144152,5365178,63455063,NCID,440195,8,0,103,0,MB2301-H07303 02/07/2015 11:20:42 PM EST 16 mph,19.3,MOVING UPDATE,MB2301-H07303,16.777,E,0,-71.0049025,42.39032,2015-02-08 04:20:41.0000000,2015-02-07 23:20:41.0000000,02/07/15,127,23:20:41.00,BOSTON,MA,2128,SEAVIEW AVE,US,5365203
144153,5365184,63455078,NCID,440073,8,0,147,0,MB1839-H13401 02/07/2015 11:21:59 PM EST 20 mph,8.4,MOVING UPDATE,MB1839-H13401,20.505,SE,0,-71.06939056,42.32980583,2015-02-08 04:21:59.0000000,2015-02-07 23:21:59.0000000,02/07/15,943,23:21:59.00,BOSTON,MA,2118,PIERSON ST,US,5365209
144154,5365186,63455081,NCID,440575,2,0,316,0,MB1842-H15401 02/07/2015 11:22:15 PM EST 0 mph,3.8,STOP,MB1842-H15401,0.621,NW,0,-71.16117972,42.25780861,2015-02-08 04:22:15.0000000,2015-02-07 23:22:15.0000000,02/07/15,3,23:22:15.00,BOSTON,MA,2132,WASHINGTON ST,US,5365211
144155,5365188,63455088,NCID,440181,8,0,228,0,MB1603-H08301 02/07/2015 11:22:51 PM EST 5 mph,9.6,MOVING UPDATE,MB1603-H08301,5.592,SW,0,-71.07884167,42.33684278,2015-02-08 04:22:50.0000000,2015-02-07 23:22:50.0000000,02/07/15,555,23:22:50.00,BOSTON,MA,2118,NORTHAMPTON ST,US,5365213
144156,5365189,63455089,NCID,440129,8,0,25,0,MB2136-H08202 02/07/2015 11:22:49 PM EST 16 mph,5.2,MOVING UPDATE,MB2136-H08202,16.777,NE,0,-71.11549611,42.30950861,2015-02-08 04:22:48.0000000,2015-02-07 23:22:48.0000000,02/07/15,3,23:22:48.00,BOSTON,MA,2130,CENTRE ST,US,5365214
144157,5365190,63455093,NCID,440175,8,0,64,0,MB2286-H08221 02/07/2015 11:23:04 PM EST 8 mph,29.2,MOVING UPDATE,MB2286-H08221,8.699,NE,0,-71.06145306,42.34015861,2015-02-08 04:23:04.0000000,2015-02-07 23:23:04.0000000,02/07/15,424,23:23:04.00,BOSTON,MA,2118,ALBANY ST CONN,US,5365215
144158,5365191,63455095,NCID,441497,8,0,220,0,MB1693-H07221 02/07/2015 11:23:12 PM EST 12 mph,2.6,MOVING UPDATE,MB1693-H07221,12.427,SW,0,-71.0595175,42.35893667,2015-02-08 04:23:10.0000000,2015-02-07 23:23:10.0000000,02/07/15,8,23:23:10.00,BOSTON,MA,2108,CAMBRIDGE ST,US,5365216
144159,5365197,63455111,NCID,318999,8,0,61,0,MB1467-H12211 02/07/2015 11:22:32 PM EST 6 mph,5.2,MOVING UPDATE,MB1467-H12211,6.214,NE,0,-71.06090861,42.36575861,2015-02-08 04:22:30.0000000,2015-02-07 23:22:30.0000000,02/07/15,138,23:22:30.00,BOSTON,MA,2114,ACCOLON WAY,US,5365222
144160,5365200,63455119,NCID,319097,8,0,13,0,MB2184-H11201 02/07/2015 11:24:05 PM EST 11 mph,5.1,MOVING UPDATE,MB2184-H11201,11.185,N,0,-71.06074278,42.34042472,2015-02-08 04:24:06.0000000,2015-02-07 23:24:06.0000000,02/07/15,NA,23:24:06.00,BOSTON,MA,2118,FRONTAGE RD,US,5365225
144161,5365201,63455121,NCID,440061,8,0,201,0,MB2236-H01381 02/07/2015 11:23:32 PM EST 13 mph,10.5,MOVING UPDATE,MB2236-H01381,13.049,S,0,-71.08455444,42.32954278,2015-02-08 04:23:32.0000000,2015-02-07 23:23:32.0000000,02/07/15,2362,23:23:32.00,BOSTON,MA,2119,ZEIGLER ST,US,5365226
144162,5365202,63455123,NCID,440175,8,0,280,0,MB2286-H08221 02/07/2015 11:24:05 PM EST 8 mph,29.7,MOVING UPDATE,MB2286-H08221,8.699,W,0,-71.06090806,42.34135972,2015-02-08 04:24:04.0000000,2015-02-07 23:24:04.0000000,02/07/15,23,23:24:04.00,BOSTON,MA,2127,RAMP-,US,5365227
144163,5365203,63455124,NCID,318977,8,0,309,0,MB961-H13310 02/07/2015 11:24:01 PM EST 13 mph,5.8,MOVING UPDATE,MB961-H13310,13.67,NW,0,-71.117025,42.27948417,2015-02-08 04:23:59.0000000,2015-02-07 23:23:59.0000000,02/07/15,324,23:23:59.00,BOSTON,MA,2131,ROAD-,US,5365228
144164,5365205,63455126,NCID,441497,8,0,216,0,MB1693-H07221 02/07/2015 11:24:12 PM EST 15 mph,2.6,MOVING UPDATE,MB1693-H07221,15.534,SW,0,-71.06080222,42.35740528,2015-02-08 04:24:10.0000000,2015-02-07 23:24:10.0000000,02/07/15,92,23:24:10.00,BOSTON,MA,2108,BOSWORTH ST,US,5365230
144165,5365206,63455127,NCID,440575,8,0,42,0,MB1842-H15401 02/07/2015 11:24:28 PM EST 19 mph,3.2,MOVING UPDATE,MB1842-H15401,19.884,NE,0,-71.15327944,42.26476722,2015-02-08 04:24:28.0000000,2015-02-07 23:24:28.0000000,02/07/15,5072,23:24:28.00,BOSTON,MA,2132,KERSHAW RD,US,5365231
144166,5365212,63455136,NCID,440181,8,0,43,0,MB1603-H08301 02/07/2015 11:24:51 PM EST 17 mph,9.2,MOVING UPDATE,MB1603-H08301,17.398,NE,0,-71.07851694,42.33535611,2015-02-08 04:24:50.0000000,2015-02-07 23:24:50.0000000,02/07/15,1841,23:24:50.00,BOSTON,MA,2118,LENOX ST,US,5365237
144167,5365218,63455144,NCID,440073,8,0,151,0,MB1839-H13401 02/07/2015 11:25:00 PM EST 5 mph,8.4,MOVING UPDATE,MB1839-H13401,5.592,SE,0,-71.06195333,42.32094667,2015-02-08 04:25:00.0000000,2015-02-07 23:25:00.0000000,02/07/15,1295,23:25:00.00,BOSTON,MA,2125,BOSTON ST,US,5365243
144168,5365219,63455145,NCID,441497,8,0,196,0,MB1693-H07221 02/07/2015 11:25:12 PM EST 15 mph,2.5,MOVING UPDATE,MB1693-H07221,15.534,S,0,-71.0637,42.35477694,2015-02-08 04:25:10.0000000,2015-02-07 23:25:10.0000000,02/07/15,154,23:25:10.00,BOSTON,MA,2111,WEST ST,US,5365244
144169,5365220,63455146,NCID,440575,8,0,42,0,MB1842-H15401 02/07/2015 11:25:28 PM EST 20 mph,3.2,MOVING UPDATE,MB1842-H15401,20.505,NE,0,-71.14900361,42.26852,2015-02-08 04:25:28.0000000,2015-02-07 23:25:28.0000000,02/07/15,4928,23:25:28.00,BOSTON,MA,2132,WILLET ST,US,5365245
144170,5365221,63455149,NCID,440195,8,0,250,0,MB2301-H07303 02/07/2015 11:25:37 PM EST 5 mph,19.7,MOVING UPDATE,MB2301-H07303,5.592,W,0,-71.00683056,42.38669278,2015-02-08 04:25:36.0000000,2015-02-07 23:25:36.0000000,02/07/15,NA,23:25:36.00,BOSTON,MA,2128,BENNINGTON ST,US,5365246
144171,5365222,63455152,NCID,319097,8,0,178,0,MB2184-H11201 02/07/2015 11:25:15 PM EST 5 mph,5.5,MOVING UPDATE,MB2184-H11201,5.592,S,0,-71.060885,42.34133639,2015-02-08 04:25:15.0000000,2015-02-07 23:25:15.0000000,02/07/15,NA,23:25:15.00,BOSTON,MA,2118,I-93,US,5365247
144172,5365223,63455154,NCID,318977,8,0,319,0,MB961-H13310 02/07/2015 11:26:06 PM EST 14 mph,5.8,MOVING UPDATE,MB961-H13310,14.913,NW,0,-71.12443333,42.28386444,2015-02-08 04:26:04.0000000,2015-02-07 23:26:04.0000000,02/07/15,104,23:26:04.00,BOSTON,MA,2131,SHELDON ST,US,5365248
144173,5365224,63455163,NCID,440181,8,0,138,0,MB1603-H08301 02/07/2015 11:25:51 PM EST 15 mph,9.4,MOVING UPDATE,MB1603-H08301,15.534,SE,0,-71.07544361,42.3352075,2015-02-08 04:25:50.0000000,2015-02-07 23:25:50.0000000,02/07/15,697,23:25:50.00,BOSTON,MA,2118,HARRISON AVE,US,5365249
144174,5365229,63455171,NCID,440575,8,0,46,0,MB1842-H15401 02/07/2015 11:26:28 PM EST 9 mph,3.2,MOVING UPDATE,MB1842-H15401,9.942,NE,0,-71.14399778,42.27256889,2015-02-08 04:26:28.0000000,2015-02-07 23:26:28.0000000,02/07/15,4770,23:26:28.00,BOSTON,MA,2132,LAGRANGE ST,US,5365254
144175,5365230,63455174,NCID,319067,8,0,109,0,MB1338-H12304 02/07/2015 11:26:00 PM EST 10 mph,5.3,MOVING UPDATE,MB1338-H12304,10.563,E,0,-71.09816972,42.34892917,2015-02-08 04:26:00.0000000,2015-02-07 23:26:00.0000000,02/07/15,560,23:26:00.00,BOSTON,MA,2215,ROAD-,US,5365255
144176,5365232,63455182,NCID,440175,3,0,382,0,MB2286-H08221 02/07/2015 11:25:34 PM EST 0 mph,29,MOVING,MB2286-H08221,0,N,80,-71.06126667,42.34131139,2015-02-08 04:27:30.0000000,2015-02-07 23:27:30.0000000,02/07/15,NA,23:27:30.00,BOSTON,MA,2118,,US,5365257
144177,5365233,63455184,NCID,440129,5,0,4,0,MB2136-H08202 02/07/2015 11:27:12 PM EST 5 mph,5.1,MOVING CONFIRMATION,MB2136-H08202,5.592,N,0,-71.1142525,42.31188139,2015-02-08 04:27:12.0000000,2015-02-07 23:27:12.0000000,02/07/15,692,23:27:12.00,BOSTON,MA,2130,BURROUGHS ST,US,5365258
144178,5365234,63455185,NCID,319097,8,0,166,1,MB2184-H11201 02/07/2015 11:27:00 PM EST 6 mph,5.5,MOVING UPDATE,MB2184-H11201,6.214,S,0,-71.06122361,42.34109389,2015-02-08 04:27:00.0000000,2015-02-07 23:27:00.0000000,02/07/15,NA,23:27:00.00,BOSTON,MA,2118,I-93,US,5365259
144179,5365236,63455190,NCID,440195,8,0,241,0,MB2301-H07303 02/07/2015 11:27:37 PM EST 15 mph,19.6,MOVING UPDATE,MB2301-H07303,15.534,SW,0,-71.01726917,42.38305944,2015-02-08 04:27:36.0000000,2015-02-07 23:27:36.0000000,02/07/15,598,23:27:36.00,BOSTON,MA,2128,BYRON ST,US,5365261
